animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status_current,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
1971,0,12001,964001015704199,36US012011012001,0,"",Female,2011-04-28 00:00:00.000,"","",ARG,Orange,0,12125,"","New EID: 964001015704199",2016-03-30 15:56:34.630,0,0,0,"                           12001","",,,Sold,2019-10-11 14:55:12.905,-0.01,0.50,142.0,2019-07-24 05:23:25.427,0,"13th BRD GRP","","","",,,,2019-03-02 19:35:25.084,2015-09-23 10:48:11.274,2018-08-12 08:49:54.948,,2015-11-18 15:31:42.472,,2015-09-23 10:48:50.888,,,2018-03-10 10:23:08.791,,2016-03-30 15:56:34.556,,2021-10-10 15:19:35.824,"",
1974,0,12049,964001009986645,36US012012012049,0,"",Female,2012-01-28 00:00:00.000,"",ORST02,"","",0,"","",Cull,2016-08-29 09:36:00.790,0,0,0,"                           12049","",,,Sold,2017-04-03 14:15:31.486,0.02,0.43,130,2017-03-06 16:10:22.737,0,"","","","",,,,,2015-09-23 11:00:01.045,,,2024-01-13 07:43:41.216,,,2024-01-13 07:43:41.216,,,2015-09-03 17:16:43.775,,,2024-01-13 07:43:41.325,"",
1975,0,12026,964001009986647,36US012012012026,0,"",Female,2012-01-28 00:00:00.000,"",BRCM02,"","",0,"","","History of small kids",2018-08-12 14:05:19.839,0,0,0,"                           12026","",,,Sold,2019-02-08 10:40:57.563,-0.01,0.12,121,2018-11-05 15:07:20.884,0,"","","","",,,,,,2024-01-13 07:45:22.126,,2024-01-13 07:45:22.126,,,2024-01-13 07:45:22.110,,,2015-08-20 04:58:01.637,,,2024-01-13 07:45:22.188,"",
1976,0,10025,964001009986631,36US012012012012,0,"",Female,2012-02-23 00:00:00.000,"",WAST03,ARG,"",0,"","",Cull,2019-08-23 11:43:13.286,0,0,0,"                           10025","",,,Sold,2019-12-06 21:00:27.827,0.07,0.13,123,2019-11-10 11:20:52.158,0,"","","","",,,,2024-01-13 07:35:47.798,2015-02-23 04:59:21.000,2018-08-12 14:02:57.666,2015-08-16 18:06:33.213,2024-01-13 07:35:47.798,,,2024-01-13 07:35:35.520,,,2017-02-17 13:03:13.754,,,2024-01-13 07:35:47.923,"",
1978,0,12023,964001009986765,36US012011012023,0,"",Female,2011-06-21 00:00:00.000,"","","","",0,12111H,"",Cull,2016-08-29 09:25:50.038,0,0,0,"                           12023","",,,Sold,2017-04-03 14:15:31.335,0.02,0.57,181.0,2017-03-06 16:24:14.588,0,"","","","",,,,,,,,,,,,,2017-03-28 09:28:38.136,,,,2017-04-03 14:15:31.335,"",
1979,0,10010,964001009986620,36US012010010010,0,"",Female,2010-05-01 00:00:00.000,"",ORST02,Cull,"",0,"","","Both kids bad eyes",2017-03-06 09:16:09.849,0,0,0,"                           10010","",,,Sold,2019-02-08 10:40:57.932,-0.01,0.57,136,2018-11-05 14:13:27.494,0,"","","","",,,,,2015-11-13 11:47:31.045,2018-08-03 21:07:45.949,,,,,2024-01-13 07:32:40.788,,,,,,2024-01-13 07:32:40.881,"",
1980,0,10015,964001009986694,36US012009010015,0,"",Female,2009-03-05 00:00:00.000,"","","","Orange 16",0,"","","euthanized 7/18",2018-01-13 13:18:58.000,0,0,0,"                           10015","",,,Dead,2018-08-03 19:30:56.330,-0.05,0.03,148,2018-01-25 19:40:23.000,0,"","","","",,,,,2015-11-13 12:08:55.360,,,2016-09-16 11:32:56.328,,,,,,,,,2018-08-03 19:30:56.367,"",
1982,0,9020,964001009986674,36US012009009020,0,"",Female,2009-03-03 00:00:00.000,"","",Cull,"",0,"","","euthanized 8/30/18  n0 teeth",2018-08-07 11:51:26.000,0,0,0,"                            9020","",,,Dead,2018-08-30 07:28:31.238,-0.03,0.01,128,2018-08-07 11:51:26.840,0,"","","","",,,,,2015-12-01 02:18:57.000,2018-08-03 21:07:46.038,,,,,,,,,,,2018-08-30 07:28:31.254,"",
1983,0,13049,964001023946515,36US012013113049,0,"",Female,2013-03-25 00:00:00.000,"",9020,ARG,"Orange 16",0,"","","",,0,0,0,"                           13049","",,,Dead,2021-11-14 11:45:10.012,0.02,0.00,174,2019-05-22 10:39:56.434,0,"6th BRD GRP","","","",,,,2019-12-08 21:05:51.109,2015-08-24 15:11:03.076,2018-08-12 08:49:57.910,,2016-09-16 09:45:24.035,,,,,,2019-12-08 21:00:59.253,2019-05-22 10:40:06.916,,2021-11-14 11:47:16.323,"",
1984,0,9004SOLD,964001009986747,36US012011009004,0,"",Female,2011-03-05 00:00:00.000,"",9004,ARG,"Orange 16",0,"","",cull,2019-07-24 05:21:10.000,0,0,0,"                            9004SOLD","",,,Sold,2019-10-11 14:52:07.575,-0.02,0.75,134,2019-07-24 05:21:14.900,0,"8th BRD GRP","","","",,,,2019-03-02 19:23:34.729,2015-09-04 14:38:14.535,2018-08-12 11:22:46.399,,2016-09-16 11:31:19.624,,,2024-01-12 10:39:43.983,,,2020-04-22 19:29:16.000,,,2024-01-12 10:39:44.767,"",
1985,0,11010,964001009986755,36US012011011010,0,"",Female,2011-03-05 00:00:00.000,"","",Cull,Black,0,"","","BLACK CHAIN AI",2015-09-04 14:14:37.270,0,0,0,"                           11010","",,,Sold,2019-02-08 10:41:04.876,-0.02,0.12,173.0,2018-11-05 15:36:29.663,0,"","","","",,,,,2015-11-18 10:24:57.188,2018-08-07 12:55:49.782,,2015-11-18 15:39:58.527,,,,,,,,,2019-02-08 10:41:04.876,"",
1986,0,10021,964001009986636,36US012010010021,0,"",Female,2010-01-03 00:00:00.000,"",ORST02,"Bottle Baby 2018","",0,"","","New Tag: 10021",2015-03-03 10:00:41.000,0,0,0,"                           10021","",,,Dead,2018-08-12 13:16:21.196,-0.02,0.03,130,2018-01-23 10:58:03.490,0,"","","","",,,,,,2019-02-20 12:15:58.346,,,,,2024-01-13 07:37:37.892,,,,,,2024-01-13 07:37:37.986,"",
1987,0,12017,964001009986746,36US012011012017,0,"",Female,2011-02-27 00:00:00.000,"",9015,"","",0,"","","",,0,0,0,"                           12017","",,,Sold,2017-04-03 14:15:31.021,-0.01,0.79,164.0,2017-03-06 16:13:15.871,0,"","","","",,,,,2015-10-20 14:51:07.828,,,,,,,,,,,,2019-03-04 13:22:41.400,"",
1988,0,9022,964001009986638,36US012010009022,0,"",Female,2010-02-12 00:00:00.000,"",WAST02,ARG,"",0,9019,"",Cull,2019-08-23 14:35:33.863,0,0,0,"                            9022","",,,Sold,2019-12-06 21:00:23.436,0.00,0.13,138,2019-11-10 11:01:18.221,0,"","","","",,,,2024-01-13 07:38:28.418,,2018-08-12 08:49:54.050,,,,,2024-01-13 07:38:28.402,,2019-02-05 11:06:04.950,,,,2024-01-13 07:38:28.464,"",
1989,0,11036,964001009986642,36US012011012013,0,"",Female,2011-03-02 00:00:00.000,"",BRCM02,ARG,"",0,"","","New Tag: 11036",2017-03-17 13:21:56.762,0,0,0,"                           11036","",,,Sold,2020-02-16 21:29:25.877,-0.01,0.02,144,2020-02-14 11:25:14.053,0,"","","","",,,,2024-01-13 07:43:01.790,1-01-01 12:00:00.000,2018-08-12 08:49:54.599,,2024-01-13 07:43:01.790,,,2024-01-13 07:43:01.774,,,2017-03-17 13:21:56.664,,,2024-01-13 07:43:01.868,"",
1990,0,11047,964001009986639,36US012011011047,0,"",Female,2011-02-22 00:00:00.000,"",ORST02,"",Black,0,"","",12059,2016-05-16 13:37:28.759,0,0,0,"                           11047","",,,Dead,2016-05-09 09:14:08.344,-0.08,0.07,137,2016-01-28 09:15:24.179,0,"","","","",,,,,,,,2015-11-18 15:32:32.043,,,2024-01-13 07:38:54.850,,,,,,2024-01-13 07:38:54.881,"",
1991,0,12037,964001009986651,36US012011012037,0,"",Female,2011-03-07 00:00:00.000,"",BRCM02,Cull,"Orange 16",0,"","","euthanized 9/8/18 bad teeth",2018-09-01 10:52:19.000,0,0,0,"                           12037","",,,Dead,2018-09-08 15:24:52.626,-0.02,-0.17,96.8,2018-09-01 10:52:20.559,0,"","","","",,,,,2015-06-05 10:43:45.000,2018-08-12 19:52:50.622,,2016-09-16 10:03:39.186,,,2024-01-12 07:20:03.461,,,,,,2024-01-12 07:20:04.084,"",
1992,0,12046,964001009986952,36US012012012046,0,"",Female,2012-01-07 00:00:00.000,TURBO,BRCM02,"","",0,"","","2017 AI",2017-08-28 10:31:52.397,0,0,0,"                           12046","",,,Dead,2018-08-12 13:25:02.995,-0.01,-0.13,164,2017-07-12 14:21:21.134,0,"","","","",,,,,2015-04-10 12:48:16.000,,,2024-01-12 08:58:33.462,,2016-08-11 14:02:40.832,2024-01-12 08:58:33.343,,,2015-08-16 21:56:36.949,,,2024-01-12 08:58:33.834,"",
1994,0,11040,964001009986757,36US012012012009,0,"",Female,2012-01-02 00:00:00.000,"","",ARG,Black,0,11011,"",..........,2021-03-17 16:37:04.537,0,0,0,"                           11040","",,,Dead,2023-12-06 13:36:51.403,-0.02,-0.08,113.0,2021-11-19 10:25:09.347,0,"11th BRD GRP","","","",,,,2021-02-26 10:03:52.680,2015-09-16 10:06:30.498,2018-08-12 08:49:54.817,,2015-11-18 15:26:41.048,,,,,2020-02-27 11:05:51.368,2021-03-17 16:33:21.083,,,2023-12-06 13:36:51.403,"",
1995,0,10008,964001009986737,36US012011010008,0,"",Female,2011-03-04 00:00:00.000,"","",ARG,"",0,"","","NO AI",2019-08-23 12:18:52.444,0,0,0,"                           10008","",,,Sold,2020-02-16 21:29:25.814,0.00,0.00,156.0,2020-02-14 11:23:22.330,0,"4th BRD GRP","","","",,,,2019-12-08 20:51:48.957,,2018-08-12 08:52:36.699,,,,,,,,,,,2021-10-10 15:15:00.141,"",
1996,0,10024,964001009986641,36US012010010006,0,"",Female,2010-03-15 00:00:00.000,"",BRCM02,"","",0,"","","Open thin",2018-01-23 10:11:32.914,0,0,0,"                           10024","",,,Dead,2018-02-18 11:53:44.889,-0.05,-0.16,110,2018-01-23 10:11:06.881,0,"","","","",,,,,,,2016-06-15 13:46:15.851,,,,2024-01-13 07:42:28.380,,,2017-02-17 12:07:44.179,,,2024-01-13 07:42:28.645,"",
1997,0,12027,964001009986784,36US012012012027,0,"",Female,2012-02-26 00:00:00.000,"","",ARG,SGM,0,11004,"","Kidded 2/26/20",2020-04-22 19:00:33.776,0,0,0,"                           12027","",,,Dead,2021-12-20 08:19:11.777,-0.02,-0.03,132.0,2020-08-28 08:50:33.678,0,"9th BRD GRP","","","",,,,2019-12-08 21:14:41.889,2015-09-23 13:55:06.230,2018-08-12 08:49:53.178,,2019-03-04 11:57:12.637,,,,,2019-12-09 13:57:29.634,2019-03-04 14:04:12.729,,,2021-12-20 08:19:11.788,"",
1998,0,11006,964001009986653,36US012011011006,0,"",Female,2011-02-03 00:00:00.000,"","",ARG,Black,0,11005,"",Cull,2019-08-23 14:21:36.535,0,0,0,"                           11006","",,,Sold,2019-12-06 21:00:24.277,-0.02,0.12,141.0,2019-11-10 11:00:18.951,0,"10th BRD GRP","","","",,,,2019-03-02 19:32:01.227,,2018-08-12 11:18:06.878,,2015-11-18 15:42:49.133,,,,,2018-04-09 11:45:33.216,,,,2021-10-10 15:20:55.328,"",
1999,0,12021,964001009986626,36US012012012021,0,"",Female,2012-01-04 00:00:00.000,"",WAST03,"","",0,"","",Dead,2015-09-23 13:37:52.359,0,0,0,"                           12021","",,,Dead,2015-04-09 12:34:31.862,"","",170,2015-02-26 14:15:56.928,0,"","","","",,,,,2015-09-23 13:38:40.599,,,,,,2024-01-13 07:34:37.359,,,,,,2024-01-13 07:34:37.391,"",
2000,0,12048,964001009986758,36US012011012048,0,"",Female,2011-12-03 00:00:00.000,"",WAST03,ARG,"",0,"","","No Sale",2019-07-20 06:30:42.085,0,0,0,"                           12048","",,,Sold,2019-10-11 14:55:13.654,-0.02,0.50,123,2019-07-24 05:21:53.660,0,"","","","",,,,2024-01-13 07:55:35.561,2015-09-23 10:49:41.024,2018-08-12 08:49:55.610,,2024-01-13 07:55:35.561,,,2024-01-13 07:55:35.546,,,,,,2024-01-13 07:55:35.624,"",
2001,0,12018,964001009986716,36US012011012018,0,"",Female,2011-12-03 00:00:00.000,"","",ARG,Orange,0,"","",cull/open,2019-07-24 04:49:55.000,0,0,0,"                           12018","",,,Sold,2019-10-11 14:52:07.660,-0.03,1.25,126,2019-07-24 04:49:59.066,0,"10th BRD GRP","","","",,,,2019-03-02 19:32:01.273,2015-08-24 14:15:13.243,2018-08-12 08:49:55.077,,2015-11-18 15:39:06.353,,,,,,,,,2021-10-10 15:20:55.337,"",
2002,0,10018,964001009986634,36US012012012024,0,"",Female,2012-02-23 00:00:00.000,"",WAST03,ARG,"",0,10018,"","Cull/no teeth",2019-08-23 08:39:25.204,0,0,0,"                           10018","",,,Sold,2019-12-06 21:00:27.525,0.06,0.19,113,2019-11-10 09:39:52.246,0,"","","","",,,,2024-01-13 07:37:03.791,2015-08-16 18:07:49.890,2018-08-12 08:49:54.344,2015-08-16 18:07:03.261,2024-01-13 07:37:03.791,,,2024-01-13 07:37:03.775,,2018-03-14 11:39:14.948,2018-08-07 13:49:00.996,,,2024-01-13 07:37:03.869,"",
2004,0,10014,964001009986937,36US012008010014,0,"",Female,2008-04-13 00:00:00.000,"","","",Black,0,"","","died 2/12/18  old age",2018-02-14 09:12:35.000,0,0,0,"                           10014","",,,Dead,2018-02-14 09:18:08.089,-0.06,-0.11,145,2017-09-06 11:49:54.764,0,"","","","",,,,,1-01-01 12:00:00.000,,,2015-11-18 15:43:50.483,,,,,,,,,2018-02-14 09:18:08.108,"",
2005,0,12031,964001009986706,36US012012012031,0,"",Female,2012-01-16 00:00:00.000,"","","","",0,"","","butcher for SVR",2017-01-30 11:29:41.000,0,0,0,"                           12031","",,,Dead,2018-08-12 13:25:38.370,0.02,0.12,152,2017-01-30 11:29:42.027,0,"","","","",,,,,2015-10-26 12:00:09.293,,,,,,,,,,,,2018-08-12 13:25:38.383,"",
2007,0,13077,964001009986948,36US012013213077,0,"",Female,2013-04-04 00:00:00.000,"",12037,"","",0,"","","Cull baby with bad eye",2017-03-26 15:18:12.640,0,0,0,"                           13077","",,,Sold,2018-01-22 09:58:42.796,0.02,0.00,140.0,2018-01-21 10:54:25.466,0,"","","","",,,,,2015-11-13 12:54:49.957,,,,,,,,,,,,2018-01-22 09:58:42.796,"",
2009,0,13082,964001027783498,36US012013113065,0,"",Female,2013-03-30 00:00:00.000,"",12035,ARG,"Orange 16",0,13065,"","New EID: 964001027783498",2020-01-15 11:18:41.701,0,0,0,"                           13082","",,,Dead,2022-01-08 13:07:10.652,0.00,-0.11,128.0,2021-08-28 13:22:53.043,0,"1st BRD GRP","","","",,,,2021-10-10 15:11:17.061,2015-09-23 10:34:30.632,2018-08-12 08:49:58.602,,2016-09-16 09:45:00.484,,,,,2017-08-28 11:26:04.445,2016-09-23 11:45:57.095,2020-01-15 11:18:41.616,,2022-03-04 11:55:45.110,"",
2011,0,13055,964001009986621,36US012013113055,0,"",Female,2013-03-15 00:00:00.000,"",13035,ARG,"Brd stk",0,14146,"","Sell as cull",2023-02-07 14:44:36.758,0,0,0,"                           13055","",,,Sold,2024-01-08 11:56:34.295,0.00,0.06,117.0,2023-02-07 14:44:18.744,0,"1st BRD GRP","","","",,,,2021-10-10 15:11:17.208,2015-11-13 12:29:17.889,2018-08-12 08:49:58.133,,2021-08-27 11:06:22.641,,,2015-02-23 02:38:21.000,,2019-02-06 12:42:00.737,,,,2024-01-08 11:56:34.295,"",
2012,0,13056,964001015704532,36US012013213056,0,"",Female,2013-03-15 00:00:00.000,"",12009,ARG,"Orange 16",0,"","","Bad teeth",2020-12-04 11:57:51.571,0,0,0,"                           13056","",,,Dead,2023-12-06 13:36:44.328,-0.01,0.15,125.0,2020-12-04 11:57:31.923,0,"2nd BRD GRP","","","",,,,2021-02-26 09:55:12.825,2015-11-13 12:51:15.367,2018-08-12 08:49:58.176,,2016-09-16 09:42:54.445,,,,,,2020-02-25 13:03:08.286,2016-09-23 11:35:51.283,,2023-12-06 13:36:44.328,"",
2016,0,13021,964001009986935,36US012013113021,0,"",Female,2013-03-17 00:00:00.000,"",10006,ARG,"",0,13241,"",Cull,2021-08-27 18:37:40.985,0,0,0,"                           13021","",,,Sold,2024-01-08 11:55:16.880,-0.01,-0.14,112.0,2021-08-27 18:37:21.408,0,"18th BRD GRP","","","",,,,2021-02-26 10:10:40.958,2015-11-13 11:30:20.220,2018-08-12 08:49:57.421,,,,,,,2020-04-22 19:46:14.777,,,,2024-01-08 11:55:16.880,"",
2017,0,13022,964001009986936,36US012013213022,0,"",Female,2013-03-17 00:00:00.000,"",10006,ARG,"",0,13074,"","Cull no teeth",2021-08-27 11:01:47.475,0,0,0,"                           13022","",,,Sold,2022-09-27 16:40:59.153,-0.01,0.04,124.0,2022-02-27 14:46:15.671,0,"19th BRD GRP","","","",,,,2021-02-26 10:18:42.503,2016-01-05 19:50:54.588,2018-08-12 08:49:57.470,,,,,,,2018-03-12 17:38:02.498,,,,2022-09-27 16:40:59.153,"",
2022,0,13002,964001009986917,36US012013313002,0,"",Female,2013-03-06 00:00:00.000,"",11006,"","",0,"","","miscarried 1/16",2016-01-06 12:08:22.000,0,0,0,"                           13002","",,,Sold,2016-05-23 11:31:46.923,0.06,0.09,84.0,2016-05-05 12:00:13.207,0,"","","","",,,,,2016-01-06 12:08:29.000,,,,,,,,,2015-07-15 12:18:48.704,,,2016-05-23 11:31:46.923,"",
2024,0,13079,964001009986858,36US012013113079,0,"",Female,2013-04-04 00:00:00.000,"",12048,ARG,"",0,13066,"","Cull no teeth",2021-08-28 09:28:43.161,0,0,0,"                           13079","",,,Dead,2022-01-19 17:17:05.261,-0.01,0.05,100.0,2021-11-19 14:15:26.965,0,"7th BRD GRP","","","",,,,2021-02-26 10:00:46.362,2015-11-20 09:07:28.937,2018-08-12 08:49:58.472,,,,,,,2018-03-08 18:30:33.693,,,,2022-01-19 17:17:05.272,"",
2026,0,13026,964001009986879,36US012013213026,0,"",Female,2013-03-19 00:00:00.000,"",12018,ARG,"",0,"","","pneumonia and twisted gut",2019-06-04 09:43:06.587,0,0,0,"                           13026","",,,Dead,2019-06-04 09:43:06.824,0.01,0.12,137,2018-09-01 15:22:13.823,0,"11th BRD GRP","","","",,,,2019-03-02 19:33:30.074,2015-11-13 12:10:54.802,2018-08-12 08:49:57.512,,,,,,,,,,,2021-10-10 15:20:16.741,"",
2033,0,13076,964001009986951,36US012013113076,0,"",Female,2013-04-05 00:00:00.000,"",10007,ARG,"Orange 16",0,13076,"","Sore right fetlock",2020-11-10 12:53:26.492,0,0,0,"                           13076","",,,Dead,2023-12-06 13:36:50.347,0.00,0.01,121,2020-08-28 13:37:05.928,0,"14th BRD GRP","","","",,,,2019-12-08 21:23:34.956,2015-09-23 10:39:57.386,2018-08-12 08:52:36.869,,2016-09-16 09:43:38.737,,,,,2020-03-20 10:01:20.648,2020-03-20 10:01:09.273,,,2023-12-06 13:36:50.348,"",
2042,0,13054,964001009986760,36US012013113054,0,"",Female,2013-03-15 00:00:00.000,"",9007,ARG,"",0,14148,"","New Tag: 13054",2015-03-19 16:09:23.000,0,0,0,"                           13054","",,,Sold,2020-02-16 21:29:26.127,0.00,0.10,133.0,2020-02-14 11:31:28.106,0,"20th BRD GRP","","","",,,,2019-12-08 21:36:02.316,2015-11-18 14:02:02.341,2018-08-12 08:49:58.087,,,,,,,2019-02-05 09:45:39.556,,,,2021-10-10 15:17:04.548,"",
2047,0,13008,964001009986954,36US012013113008,0,"",Female,2013-03-10 00:00:00.000,"",11019,ARG,"",0,13009,"","Sell as cull",2023-02-07 13:45:33.987,0,0,0,"                           13008","",,,Sold,2024-01-08 11:56:28.331,0.00,0.00,122.0,2023-02-07 13:46:06.580,0,.,"","","",,,,2023-01-31 08:49:11.626,2015-11-13 11:56:15.057,2018-08-12 08:49:57.166,,,,,,,2018-03-11 10:10:43.994,,,,2024-01-08 11:56:28.331,"",
2053,0,13047,964001009986678,36US012013213047,0,"",Female,2013-03-18 00:00:00.000,"",10005,Cull,Orange,0,"","","bad teeth",2018-08-07 12:30:39.983,0,0,0,"                           13047","",,,Sold,2019-02-08 10:40:56.410,-0.01,0.08,122,2018-08-07 12:29:36.548,0,"","","","",,,,,2015-09-23 10:37:57.266,2018-08-07 12:30:26.061,,2015-11-18 15:39:15.582,,,,,,,,,2019-02-08 10:40:56.410,"",
2054,0,12005,964001009986892,36US012013112005,0,"",Female,2013-03-16 00:00:00.000,"","","",Orange,0,"","","ORANGE CHAIN AI",2015-09-04 14:22:59.938,0,0,0,"                           12005","",,,Dead,2018-03-01 08:38:34.966,0.02,0.21,145.0,2018-01-23 13:03:29.427,0,"","","","",,,,,2015-09-23 10:32:08.559,,,2015-11-18 15:41:18.481,,,2016-06-15 14:33:41.474,,,,,,2018-08-12 20:57:30.185,"",
2056,0,13040,964001009986893,36US012013113040,0,"",Female,2013-03-16 00:00:00.000,"",11044,"","",0,"","","Cull kid with bad eyes",2017-03-26 15:15:57.473,0,0,0,"                           13040","",,,Sold,2018-01-22 09:58:42.617,0.00,0.00,115.0,2018-01-21 11:00:28.417,0,"","","","",,,,,2015-11-13 11:42:17.977,,,,,,,,,2017-03-26 15:14:56.806,,,2018-01-22 09:58:42.618,"",
2064,0,13072,964001009986888,36US012013113072,0,"",Female,2013-04-02 00:00:00.000,"",9021,ARG,"",0,"","","New Tag: 13072",2015-03-22 15:14:25.000,0,0,0,"                           13072","",,,Sold,2020-02-16 21:29:26.190,0.01,0.05,133.0,2020-02-14 11:24:29.202,0,"9th BRD GRP","","","",,,,2019-12-08 21:14:41.936,2015-11-13 11:36:46.680,2018-08-12 08:49:58.389,,,,,,,,,,,2021-10-10 15:16:25.067,"",
2066,0,13078,964001009986914,36US012013113078,0,"",Female,2013-04-04 00:00:00.000,"",12044,"","",0,"","",Cull,2016-08-29 09:35:13.989,0,0,0,"                           13078","",,,Sold,2017-04-03 14:15:33.369,0.04,0.05,149.0,2017-02-20 10:02:37.510,0,"","","","",,,,,2015-11-13 12:52:03.897,,,,,,,,,,,,2017-04-03 14:15:33.369,"",
2067,0,13060,964001009986689,36US012013113060,0,"",Female,2013-03-23 00:00:00.000,"",12040,"","",0,"","","New EID: 964001009986689",2015-03-03 09:27:17.000,0,0,0,"                           13060","",,,Dead,2015-08-19 22:29:17.720,"","",146.0,2015-02-26 14:48:26.667,0,"","","","",,,,,2018-08-13 07:18:08.346,,,,,,,,,2015-08-16 22:26:57.015,,,2018-08-13 07:18:08.346,"",
2068,0,13052,964001009986774,36US012013113052,0,"",Female,2013-03-08 00:00:00.000,"",11045,ARG,"",0,16294,"","Bad teeth",2020-12-04 11:41:34.719,0,0,0,"                           13052","",,,Sold,2024-01-08 11:55:20.507,-0.01,0.11,103.0,2021-11-19 12:54:54.381,0,"8th BRD GRP","","","",,,,2021-02-26 10:01:37.936,2015-11-13 12:15:21.997,2018-08-12 08:49:58.041,,,,,,,2019-05-22 10:44:45.223,2019-05-22 10:44:44.948,,,2024-01-08 11:55:20.508,"",
2071,0,13086,964001009986946,36US012013113037,0,"",Female,2013-03-16 00:00:00.000,"",9008,ARG,"",0,"","","Euthanized poor condition",2019-01-05 10:45:46.244,0,0,0,"                           13086","",,,Dead,2019-01-05 10:46:26.523,0.00,0.44,127.0,2018-09-01 13:13:46.559,0,"4th BRD GRP","","","",,,,2019-03-02 19:18:30.441,2015-11-13 11:55:49.140,2018-08-12 08:49:58.783,,,,,,,,2017-03-13 12:57:31.481,,,2021-10-10 15:15:00.149,"",
2073,0,11042,964001009986734,36US012010011042,0,"",Female,2010-12-11 00:00:00.000,"","","","Orange 16",0,"","","Died 4/24/18 difficult birth",2018-04-24 13:15:52.002,0,0,0,"                           11042","",,,Dead,2018-04-24 13:16:50.057,-0.02,0.05,130.0,2018-01-23 15:06:57.733,0,"","","","",,,,,1-01-01 12:00:00.000,,,2016-09-16 11:35:03.188,,,,,,,,,2018-04-29 10:51:51.761,"",
2074,0,13070,964001009986881,36US012013113070,0,"",Female,2013-03-29 00:00:00.000,"",12030,ARG,"",0,"","",CULL,2020-09-25 13:39:36.960,0,0,0,"                           13070","",,,Sold,2021-03-06 11:39:18.270,0.01,0.11,112.0,2020-12-14 13:57:44.140,0,"2nd BRD GRP","","","",,,,2019-12-08 20:44:50.502,2015-11-13 11:29:56.315,2018-08-12 14:07:06.459,,,,,,,,,,,2021-10-10 15:12:29.330,"",
2075,0,13069,964001009986714,36US012013213069,0,"",Female,2013-03-29 00:00:00.000,"",12030,ARG,"",0,"","","has new tag  check  14139",2020-10-04 15:29:53.000,0,0,0,"                           13069","",,,Dead,2023-12-06 13:36:51.060,0.01,-0.04,109,2020-08-28 10:24:17.625,0,"2nd BRD GRP","","","",,,,2021-02-26 09:55:12.809,2015-11-13 12:28:21.272,2018-08-12 08:49:58.300,,,,,,,,,,,2023-12-06 13:36:51.060,"",
2078,0,13025,964001015704391,36US012013213025,0,"",Female,2013-03-16 00:00:00.000,"",9002,"","",0,"","",Cull,2016-08-30 20:26:31.420,0,0,0,"                           13025","",,,Sold,2017-04-03 14:15:32.663,0.07,0.14,125.0,2017-03-06 16:20:37.676,0,"","","","",,,,,2015-11-13 12:25:07.750,,,,,,,,,,2016-03-13 18:00:28.026,,2017-04-03 14:15:32.663,"",
